# TStart[MJD] TEnd[MJD] Flux[ph/cm^2/s] Flux_error[ph/cm^22/s] TS
55906.65527 55909.65527 2.72599e-08 3.01921e-08 1.41505
55909.65527 55912.65527 6.12079e-08 4.47492e-08 2.51087
55912.65527 55915.65527 1.69827e-07 4.83512e-08 42.64950
55915.65527 55918.65527 3.97930e-08 3.33071e-08 2.86968
55918.65527 55921.65527 5.62009e-08 3.73874e-08 3.77182
55921.65527 55924.65527 1.41310e-07 4.99124e-08 16.71780
55924.65527 55927.65527 1.69986e-07 5.14031e-08 26.27820
55927.65527 55930.65527 1.70030e-07 4.89729e-08 28.43680
55930.65527 55933.65527 1.85418e-07 5.16241e-08 35.49500
55933.65527 55936.65527 1.36652e-07 4.94608e-08 18.30550
55936.65527 55939.65527 1.11779e-07 4.26990e-08 17.61490
55939.65527 55942.65527 1.20412e-07 5.14487e-08 10.88600
55942.65527 55945.65527 4.02003e-08 3.90364e-08 1.42290
55945.65527 55948.65527 8.87153e-08 3.75902e-08 16.31770
55948.65527 55951.65527 3.00521e-08 3.28484e-08 1.19985
55951.65527 55954.65527 2.11838e-08 4.17860e-08 0.29670
55954.65527 55957.65527 1.12749e-07 4.31299e-08 20.70430
55957.65527 55960.65527 2.02807e-11 3.31797e-13 -0.00065
55960.65527 55963.65527 3.20463e-08 2.84699e-08 2.43004
55963.65527 55966.65527 1.05025e-07 4.25293e-08 12.71370
55966.65527 55969.65527 6.15330e-08 4.62663e-08 3.00953
55969.65527 55972.65527 6.78059e-08 3.57738e-08 7.38181
55972.65527 55975.65527 2.34971e-07 5.98589e-08 44.31030
55975.65527 55978.65527 1.85043e-07 5.13478e-08 36.21720
55978.65527 55981.65527 1.74293e-07 5.93660e-08 20.53010
55981.65527 55984.65527 1.61186e-07 5.19592e-08 32.62360
55984.65527 55987.65527 2.16856e-07 5.68590e-08 34.85950
55987.65527 55990.65527 2.35007e-07 6.33625e-08 38.05670
55990.65527 55993.65527 2.00551e-07 5.82647e-08 27.04300
55993.65527 55996.65527 1.33725e-07 5.80124e-08 12.12620
55996.65527 55999.65527 1.15884e-07 5.46768e-08 8.36615
55999.65527 56002.65527 1.25774e-07 5.12929e-08 13.93740
56002.65527 56005.65527 9.46724e-08 5.57221e-08 5.19654
56005.65527 56008.65527 8.76252e-08 4.43809e-08 7.18758
56008.65527 56011.65527 1.28722e-07 5.26296e-08 12.41290
56011.65527 56014.65527 1.55207e-07 5.73448e-08 16.36840
56014.65527 56017.65527 2.25093e-07 5.84495e-08 45.54640
56017.65527 56020.65527 1.00544e-07 4.10213e-08 13.61890
56020.65527 56023.65527 1.19885e-07 4.67486e-08 16.96130
56023.65527 56026.65527 1.44885e-07 4.57565e-08 28.09770
56026.65527 56029.65527 1.11724e-07 4.73329e-08 11.16190
56029.65527 56032.65527 9.02736e-08 4.02835e-08 14.58710
56032.65527 56035.65527 2.37546e-07 6.01864e-08 53.15960
56035.65527 56038.65527 3.28189e-07 7.09554e-08 59.93430
56038.65527 56041.65527 2.83993e-07 6.71185e-08 45.55250
56041.65527 56044.65527 1.53763e-07 5.64904e-08 12.85860
56044.65527 56047.65527 1.16777e-07 4.77843e-08 15.80930
56047.65527 56050.65527 2.60749e-07 6.06946e-08 55.87190
56050.65527 56053.65527 4.35066e-07 7.61756e-08 84.79770
56053.65527 56056.65527 2.39098e-07 6.87477e-08 27.99510
56056.65527 56059.65527 3.44068e-07 6.85277e-08 94.28300
56059.65527 56062.65527 3.46249e-07 7.14418e-08 72.69710
56062.65527 56065.65527 3.43041e-07 6.65279e-08 76.24510
56065.65527 56068.65527 2.33952e-07 5.65007e-08 50.85950
56068.65527 56071.65527 2.95160e-07 6.09407e-08 77.70850
56071.65527 56074.65527 2.75986e-07 6.54131e-08 39.86030
56074.65527 56077.65527 2.71280e-07 5.93218e-08 67.63990
56077.65527 56080.65527 2.90680e-07 6.24646e-08 62.41550
56080.65527 56083.65527 2.35930e-07 5.56371e-08 48.16940
56083.65527 56086.65527 2.35278e-07 5.85997e-08 39.65730
56086.65527 56089.65527 1.37804e-07 4.97406e-08 16.59420
56089.65527 56092.65527 9.56893e-08 4.93390e-08 9.28865
56092.65527 56095.65527 1.14784e-07 4.84553e-08 12.76700
56095.65527 56098.65527 3.21919e-07 6.98951e-08 60.12790
56098.65527 56101.65527 1.59511e-07 5.36625e-08 26.93960
56101.65527 56104.65527 3.11974e-07 6.32130e-08 73.19960
56104.65527 56107.65527 2.42389e-07 6.21711e-08 45.66730
56107.65527 56110.65527 3.43469e-07 7.28602e-08 64.76760
56110.65527 56113.65527 1.67954e-07 6.17270e-08 15.28920
56113.65527 56116.65527 2.38723e-07 1.10613e-07 19.84950
56116.65527 56119.65527 2.90367e-07 6.44108e-08 53.87450
56119.65527 56122.65527 2.94744e-07 6.15710e-08 66.86400
56122.65527 56125.65527 2.30507e-07 5.62020e-08 50.17750
56125.65527 56128.65527 2.03466e-07 5.28566e-08 39.21210
56128.65527 56131.65527 2.17684e-07 5.44077e-08 46.91050
56131.65527 56134.65527 3.55623e-07 6.55787e-08 94.00650
56134.65527 56137.65527 2.50406e-07 5.44771e-08 78.59130
56137.65527 56140.65527 3.42547e-07 6.88332e-08 75.30580
56140.65527 56143.65527 3.33224e-07 6.66350e-08 87.65200
56143.65527 56146.65527 3.05673e-07 6.54519e-08 69.81810
56146.65527 56149.65527 2.12812e-07 6.22652e-08 26.56020
56149.65527 56152.65527 3.02421e-07 6.53107e-08 65.63460
56152.65527 56155.65527 2.98508e-07 6.64884e-08 70.56740
56155.65527 56158.65527 3.15786e-07 6.44927e-08 86.30720
56158.65527 56161.65527 2.84977e-07 6.77894e-08 37.65890
56161.65527 56164.65527 3.36361e-07 7.05550e-08 72.32910
56164.65527 56167.65527 2.15411e-07 5.87971e-08 43.52660
56167.65527 56170.65527 2.33445e-07 6.06086e-08 49.91890
56170.65527 56173.65527 1.98729e-07 5.63025e-08 30.35500
56173.65527 56176.65527 2.14953e-07 5.53819e-08 40.91790
56176.65527 56179.65527 2.79592e-07 6.51822e-08 47.08750
56179.65527 56182.65527 2.45600e-07 5.41358e-08 50.96630
56182.65527 56185.65527 1.62357e-07 5.15101e-08 23.80740
56185.65527 56188.65527 2.69407e-07 6.08852e-08 45.26340
56188.65527 56191.65527 1.88044e-07 5.60124e-08 23.41060
56191.65527 56194.65527 1.75934e-07 6.05440e-08 17.79030
56194.65527 56197.65527 2.62558e-07 7.94638e-08 27.51020
56197.65527 56200.65527 2.60191e-07 1.34135e-07 6.16859
56200.65527 56203.65527 3.84584e-07 8.16251e-08 60.77590
56203.65527 56206.65527 2.72975e-07 7.15474e-08 31.60040
56206.65527 56209.65527 1.54680e-07 5.34483e-08 21.78560
56209.65527 56212.65527 1.23119e-07 5.56593e-08 8.61526
56212.65527 56215.65527 8.79439e-08 4.27167e-08 11.34650
56215.65527 56218.65527 1.48626e-07 5.11974e-08 19.27890
56218.65527 56221.65527 2.00215e-07 5.36823e-08 33.17920
56221.65527 56224.65527 1.97501e-07 5.14880e-08 38.08450
56224.65527 56227.65527 1.20052e-07 4.74157e-08 12.36320
56227.65527 56230.65527 8.23198e-08 3.49670e-08 15.29860
56230.65527 56233.65527 3.83812e-07 6.82037e-08 85.98290
56233.65527 56236.65527 4.96871e-07 7.60310e-08 135.53800
56236.65527 56239.65527 5.98648e-07 8.20338e-08 182.30600
56239.65527 56242.65527 3.61397e-07 6.64591e-08 87.76440
56242.65527 56245.65527 2.47176e-07 6.28696e-08 34.25790
56245.65527 56248.65527 2.02697e-07 5.85623e-08 29.91740
56248.65527 56251.65527 2.19166e-07 5.58365e-08 48.18330
56251.65527 56254.65527 2.96704e-07 6.77299e-08 55.21190
56254.65527 56257.65527 6.23199e-07 8.20871e-08 168.02900
56257.65527 56260.65527 3.33342e-07 6.51422e-08 79.18740
56260.65527 56263.65527 2.52604e-07 5.68483e-08 57.10290
56263.65527 56266.65527 2.94629e-07 6.06863e-08 59.96790
56266.65527 56269.65527 2.30379e-07 5.85590e-08 36.25480
56269.65527 56272.65527 5.02052e-07 7.05250e-08 156.87400
56272.65527 56275.65527 2.85503e-07 6.03796e-08 71.89840
56275.65527 56278.65527 1.20613e-07 4.53564e-08 13.15110
56278.65527 56281.65527 9.69407e-08 4.73513e-08 13.60010
56281.65527 56284.65527 8.72892e-08 3.81129e-08 12.46690
56284.65527 56287.65527 1.92347e-07 5.22950e-08 35.55560
56287.65527 56290.65527 2.87931e-07 5.83111e-08 80.29330
56290.65527 56293.65527 8.12360e-08 4.01651e-08 10.90150
56293.65527 56296.65527 2.84812e-07 6.19011e-08 59.34400
56296.65527 56299.65527 4.92478e-07 7.10651e-08 138.26000
56299.65527 56302.65527 2.60062e-07 5.72666e-08 54.44580
56302.65527 56305.65527 2.17310e-07 5.21568e-08 49.72080
56305.65527 56308.65527 1.19751e-07 4.31898e-08 23.51030
56308.65527 56311.65527 3.01052e-07 6.26256e-08 63.80180
56311.65527 56314.65527 2.36365e-07 5.82407e-08 43.85710
56314.65527 56317.65527 9.16619e-08 4.88988e-08 6.14723
56317.65527 56320.65527 1.73230e-07 5.07646e-08 30.55830
56320.65527 56323.65527 2.74173e-07 6.54575e-08 48.07220
56323.65527 56326.65527 1.51644e-07 4.84739e-08 21.75300
56326.65527 56329.65527 1.87135e-07 5.77260e-08 24.78700
56329.65527 56332.65527 2.00685e-07 5.93207e-08 26.79310
56332.65527 56335.65527 8.41684e-08 4.50439e-08 6.19685
56335.65527 56338.65527 1.33428e-07 5.13498e-08 13.42680
56338.65527 56341.65527 1.05979e-07 4.63292e-08 12.84440
56341.65527 56344.65527 1.19725e-07 5.11688e-08 10.04740
56344.65527 56347.65527 2.02807e-11 8.52900e-15 -0.00064
56347.65527 56350.65527 1.74814e-07 5.12593e-08 24.46310
56350.65527 56353.65527 1.50200e-07 5.20427e-08 15.84900
56353.65527 56356.65527 2.26475e-07 6.16221e-08 38.59450
56356.65527 56359.65527 2.06353e-07 7.99861e-08 15.80820
56359.65527 56362.65527 2.02807e-11 4.34125e-15 -0.00039
56362.65527 56365.65527 3.29564e-08 4.50299e-08 0.78470
56365.65527 56368.65527 1.00141e-07 4.91956e-08 7.00975
56368.65527 56371.65527 1.24855e-07 5.49075e-08 7.98468
56371.65527 56374.65527 1.80136e-07 5.72893e-08 23.90780
56374.65527 56377.65527 2.02807e-11 3.78261e-14 -0.00051
56377.65527 56380.65527 1.33962e-07 5.28292e-08 15.86010
56380.65527 56383.65527 2.83638e-07 6.77245e-08 40.37540
56383.65527 56386.65527 2.15258e-07 5.59425e-08 36.11170
56386.65527 56389.65527 5.97070e-08 3.79798e-08 7.59051
56389.65527 56392.65527 2.91583e-08 3.99293e-08 0.69662
56392.65527 56395.65527 9.28180e-08 4.33573e-08 8.61461
56395.65527 56398.65527 1.38241e-07 4.20786e-08 29.14000
56398.65527 56401.65527 1.10191e-07 4.42558e-08 13.57830
56401.65527 56404.65527 1.12523e-07 4.91213e-08 9.10287
56404.65527 56407.65527 1.07122e-07 4.34775e-08 13.62810
56407.65527 56410.65527 8.46442e-08 4.28094e-08 9.96007
56410.65527 56413.65527 1.18027e-07 5.26483e-08 13.87860
56413.65527 56416.65527 1.60633e-07 6.03385e-08 16.76240
56416.65527 56419.65527 4.53988e-08 4.11117e-08 1.99009
56419.65527 56422.65527 1.23652e-07 5.14767e-08 12.74640
56422.65527 56425.65527 1.51964e-07 5.64406e-08 14.72310
56425.65527 56428.65527 4.37244e-08 3.96365e-08 2.26951
56428.65527 56431.65527 8.39914e-08 4.13414e-08 8.49109
56431.65527 56434.65527 1.01523e-07 5.08303e-08 5.97482
56434.65527 56437.65527 1.03463e-07 4.53334e-08 9.43781
56437.65527 56440.65527 2.01109e-07 5.03827e-08 50.00890
56440.65527 56443.65527 1.89800e-07 5.50925e-08 34.81310
56443.65527 56446.65527 2.39311e-07 5.69596e-08 50.59060
56446.65527 56449.65527 2.84301e-07 6.39768e-08 55.95480
56449.65527 56452.65527 2.48943e-07 5.79952e-08 45.58050
56452.65527 56455.65527 1.62416e-07 5.05084e-08 25.40670
56455.65527 56458.65527 3.07226e-07 6.35147e-08 64.97000
56458.65527 56461.65527 4.64060e-07 7.00367e-08 143.01700
56461.65527 56464.65527 3.06060e-07 6.12909e-08 69.68600
56464.65527 56467.65527 3.38263e-07 6.17956e-08 87.79300
56467.65527 56470.65527 2.09849e-07 5.77230e-08 24.52850
56470.65527 56473.65527 2.43540e-07 5.73434e-08 51.25210
56473.65527 56476.65527 3.02654e-07 7.47620e-08 40.38610
56476.65527 56479.65527 3.25218e-07 6.96858e-08 69.79100
56479.65527 56482.65527 4.06442e-07 7.62327e-08 102.31000
56482.65527 56485.65527 3.77989e-07 7.43123e-08 69.07430
56485.65527 56488.65527 2.81085e-07 6.60263e-08 60.10130
56488.65527 56491.65527 4.00938e-07 7.28703e-08 104.68800
56491.65527 56494.65527 2.57993e-07 6.12132e-08 43.77100
56494.65527 56497.65527 8.24417e-07 8.81986e-08 374.34200
56497.65527 56500.65527 9.65387e-07 9.27885e-08 415.29200
56500.65527 56503.65527 3.94379e-07 6.71190e-08 115.48500
56503.65527 56506.65527 2.56260e-07 6.20357e-08 52.39330
56506.65527 56509.65527 5.16843e-07 8.23232e-08 143.92100
56509.65527 56512.65527 9.85597e-07 1.00147e-07 325.10800
56512.65527 56515.65527 3.85441e-07 7.00300e-08 84.22440
56515.65527 56518.65527 1.72866e-07 5.72081e-08 22.95090
56518.65527 56521.65527 1.55141e-07 6.44292e-08 12.23460
56521.65527 56524.65527 2.21822e-07 8.10378e-08 13.27230
56524.65527 56527.65527 4.63236e-07 8.88113e-08 76.52530
56527.65527 56530.65527 2.23528e-07 6.38258e-08 29.33970
56530.65527 56533.65527 5.29731e-07 8.62645e-08 111.13500
56533.65527 56536.65527 7.74213e-07 1.02807e-07 168.34700
56536.65527 56539.65527 1.49603e-06 1.29511e-07 503.83500
56539.65527 56542.65527 1.38667e-06 1.25352e-07 416.42700
56542.65527 56545.65527 5.38523e-07 8.27403e-08 117.96900
56545.65527 56548.65527 6.02153e-07 8.23777e-08 182.49100
56548.65527 56551.65527 7.59660e-07 9.27763e-08 218.69500
56551.65527 56554.65527 5.79972e-07 8.11115e-08 190.36900
56554.65527 56557.65527 2.45386e-07 5.95429e-08 47.93500
56557.65527 56560.65527 4.25313e-07 6.99286e-08 122.38600
56560.65527 56563.65527 7.85209e-07 8.87738e-08 243.02700
56563.65527 56566.65527 1.44181e-06 1.14453e-07 649.18300
56566.65527 56569.65527 7.90133e-07 9.19219e-08 287.21700
56569.65527 56572.65527 9.18943e-07 1.02186e-07 269.61500
56572.65527 56575.65527 1.08986e-06 1.08032e-07 383.45600
56575.65527 56578.65527 4.89832e-07 8.42469e-08 92.58110
56578.65527 56581.65527 3.03270e-07 6.54630e-08 54.58660
56581.65527 56584.65527 4.72002e-07 8.94532e-08 83.99960
56584.65527 56587.65527 2.72192e-07 1.28781e-07 15.81050
56587.65527 56590.65527 7.58804e-07 9.41209e-08 200.75100
56590.65527 56593.65527 7.85112e-07 6.44578e-08 518.59400
56593.65527 56596.65527 4.77929e-07 6.39731e-08 165.48900
56596.65527 56599.65527 7.13721e-07 8.68846e-08 214.32300
56599.65527 56602.65527 6.28782e-07 8.13646e-08 249.03900
56602.65527 56605.65527 9.35380e-07 8.42621e-08 459.22100
56605.65527 56608.65527 7.63633e-07 8.18027e-08 343.68100
56608.65527 56611.65527 4.34572e-07 7.11847e-08 119.17200
56611.65527 56614.65527 4.90328e-07 7.40714e-08 160.58700
56614.65527 56617.65527 5.31093e-07 7.78793e-08 138.25700
56617.65527 56620.65527 2.60062e-07 6.30085e-08 38.67590
56620.65527 56623.65527 6.32594e-07 8.51888e-08 187.55300
56623.65527 56626.65527 6.93360e-07 8.50963e-08 211.84400
56626.65527 56629.65527 4.72797e-07 7.30560e-08 136.35200
56629.65527 56632.65527 4.98967e-07 7.72097e-08 119.18900
56632.65527 56635.65527 8.56509e-07 8.99823e-08 323.62400
56635.65527 56638.65527 7.34989e-07 9.81396e-08 177.78500
56638.65527 56641.65527 7.89326e-07 9.74678e-08 240.43000
56641.65527 56644.65527 7.37837e-07 1.10664e-07 138.81600
56644.65527 56647.65527 9.75411e-07 1.20633e-07 257.57100
56647.65527 56650.65527 8.57128e-07 1.12571e-07 188.27400
56650.65527 56653.65527 9.88976e-07 1.19461e-07 244.82900
56653.65527 56656.65527 8.14485e-07 1.05733e-07 213.90600
56656.65527 56659.65527 1.05042e-06 1.24430e-07 254.37000
56659.65527 56662.65527 9.27244e-07 1.21484e-07 199.81200
56662.65527 56665.65527 8.47333e-07 1.19499e-07 171.14100
56665.65527 56668.65527 3.00979e-07 7.25874e-08 46.68330
56668.65527 56671.65527 2.01665e-07 5.58454e-08 38.49170
56671.65527 56674.65527 4.90236e-07 6.88180e-08 175.28900
56674.65527 56677.65527 4.02452e-07 7.71920e-08 67.66390
56677.65527 56680.65527 4.71772e-07 9.34700e-08 66.85580
56680.65527 56683.65527 6.54665e-07 8.35974e-08 237.95200
56683.65527 56686.65527 6.64161e-07 9.29994e-08 180.98700
56686.65527 56689.65527 1.17378e-06 1.26235e-07 286.43900
56689.65527 56692.65527 1.53965e-06 1.40562e-07 475.19500
56692.65527 56695.65527 6.64014e-07 1.04164e-07 131.17400
56695.65527 56698.65527 1.09270e-06 1.27657e-07 263.36500
56698.65527 56701.65527 1.55598e-06 1.43325e-07 490.03300
56701.65527 56704.65527 2.21596e-06 1.71747e-07 675.03700
56704.65527 56707.65527 9.08154e-07 1.10079e-07 245.17200
56707.65527 56710.65527 7.41244e-07 1.04262e-07 180.03600
56710.65527 56713.65527 6.24515e-07 1.02690e-07 139.99400
56713.65527 56716.65527 9.79760e-07 3.34630e-07 28.10030
56716.65527 56719.65527 5.40296e-07 9.41430e-08 112.16500
56719.65527 56722.65527 7.30808e-07 9.53319e-08 219.44800
56722.65527 56725.65527 5.85478e-07 7.37325e-08 219.98000
56725.65527 56728.65527 4.76995e-07 7.37351e-08 122.81400
56728.65527 56731.65527 4.54231e-07 8.64245e-08 107.00800
56731.65527 56734.65527 8.57666e-07 1.13287e-07 255.22900
56734.65527 56737.65527 6.66436e-07 1.03172e-07 148.49000
56737.65527 56740.65527 3.48988e-07 7.71531e-08 64.10620
56740.65527 56743.65527 3.41749e-07 7.59022e-08 78.58330
56743.65527 56746.65527 3.02602e-07 7.55237e-08 49.45500
56746.65527 56749.65527 8.54371e-07 6.62373e-08 575.92500
56749.65527 56752.65527 5.69318e-07 5.74537e-08 313.98900
56752.65527 56755.65527 4.08287e-07 9.12894e-08 53.86990
56755.65527 56758.65527 3.37457e-07 7.64252e-08 53.93870
56758.65527 56761.65527 2.90717e-07 6.97828e-08 42.97440
56761.65527 56764.65527 8.76920e-07 1.15070e-07 208.88100
56764.65527 56767.65527 4.35246e-07 8.89345e-08 68.48800
56767.65527 56770.65527 3.68400e-07 8.64728e-08 50.77050
56770.65527 56773.65527 2.05032e-07 5.55104e-08 44.65730
56773.65527 56776.65527 1.52152e-07 4.70913e-08 33.03070
56776.65527 56779.65527 3.26893e-07 6.57353e-08 75.64500
56779.65527 56782.65527 2.60846e-07 6.16704e-08 50.18960
56782.65527 56785.65527 6.80437e-07 8.56446e-08 239.75800
56785.65527 56788.65527 1.83318e-07 6.14199e-08 21.71610
56788.65527 56791.65527 1.98056e-07 5.99755e-08 26.73050
56791.65527 56794.65527 4.12965e-07 7.48705e-08 85.13070
56794.65527 56797.65527 5.10253e-07 8.04861e-08 112.77100
56797.65527 56800.65527 2.61957e-07 6.14045e-08 57.22870
56800.65527 56803.65527 2.08575e-07 5.92468e-08 44.60270
56803.65527 56806.65527 1.36589e-07 6.26675e-08 11.15440
56806.65527 56809.65527 2.71793e-07 7.33225e-08 38.70860
56809.65527 56812.65527 1.61531e-07 6.87658e-08 17.23540
56812.65527 56815.65527 3.00408e-07 1.02529e-07 17.60280
56815.65527 56818.65527 2.60552e-07 9.75427e-08 20.35590
56818.65527 56821.65527 6.14375e-07 1.46845e-07 62.81470
56821.65527 56824.65527 5.65160e-07 1.82037e-07 31.51630
56824.65527 56827.65527 6.85710e-07 1.24534e-07 93.62070
56827.65527 56830.65527 4.44928e-07 7.18065e-08 104.32000
56830.65527 56833.65527 4.59702e-07 9.13741e-08 87.52270
56833.65527 56836.65527 4.16306e-07 8.22683e-08 87.22940
56836.65527 56839.65527 5.04937e-07 7.76368e-08 135.90900
56839.65527 56842.65527 3.70775e-07 7.23020e-08 81.89930
56842.65527 56845.65527 5.47668e-07 8.39066e-08 139.38200
56845.65527 56848.65527 6.25048e-07 8.90961e-08 154.20400
56848.65527 56851.65527 4.75354e-07 9.12685e-08 95.30860
56851.65527 56854.65527 5.66102e-07 9.55921e-08 117.05800
56854.65527 56857.65527 2.12894e-07 6.63457e-08 30.38740
56857.65527 56860.65527 2.79153e-07 7.56440e-08 40.26090
56860.65527 56863.65527 2.58347e-07 6.91642e-08 41.26000
56863.65527 56866.65527 2.98331e-07 7.80525e-08 41.15460
56866.65527 56869.65527 2.56777e-07 7.38404e-08 34.42930
56869.65527 56872.65527 3.32250e-07 8.10580e-08 52.83280
56872.65527 56875.65527 2.20063e-07 7.24520e-08 29.80560
56875.65527 56878.65527 2.68187e-07 7.36898e-08 34.92940
56878.65527 56881.65527 2.93243e-07 6.58782e-08 70.53530
56881.65527 56884.65527 3.87144e-07 6.66273e-08 93.25750
56884.65527 56887.65527 5.25080e-07 7.16974e-08 166.00100
56887.65527 56890.65527 4.44532e-07 8.89453e-08 80.50820
56890.65527 56893.65527 4.53628e-07 9.11342e-08 92.02950
56893.65527 56896.65527 3.85408e-07 8.96179e-08 63.31440
56896.65527 56899.65527 3.52212e-07 7.76388e-08 71.00700
56899.65527 56902.65527 3.92405e-07 8.70609e-08 70.52640
56902.65527 56905.65527 4.01700e-07 8.40400e-08 65.13730
56905.65527 56908.65527 1.77871e-07 6.09476e-08 19.35890
56908.65527 56911.65527 3.71579e-07 7.62597e-08 91.26630
56911.65527 56914.65527 2.59147e-07 7.62244e-08 23.85130
56914.65527 56917.65527 2.98293e-07 7.43143e-08 47.10300
56917.65527 56920.65527 4.66056e-07 8.75052e-08 90.90530
56920.65527 56923.65527 2.04278e-07 6.63290e-08 24.39220
56923.65527 56926.65527 2.03082e-07 6.57587e-08 23.12730
56926.65527 56929.65527 8.15298e-07 1.13027e-07 192.97000
56929.65527 56932.65527 7.80983e-07 1.04770e-07 169.97000
56932.65527 56935.65527 5.37399e-07 8.24394e-08 115.28100
56935.65527 56938.65527 4.55916e-07 6.85609e-08 153.61400
56938.65527 56941.65527 6.24849e-07 8.51379e-08 164.30900
56941.65527 56944.65527 5.29501e-07 8.37101e-08 113.77100
56944.65527 56947.65527 5.40737e-07 9.76640e-08 89.11850
56947.65527 56950.65527 3.41728e-07 8.77457e-08 41.93720
56950.65527 56953.65527 4.50669e-07 9.22123e-08 68.23870
56953.65527 56956.65527 3.80488e-07 8.00228e-08 82.45140
56956.65527 56959.65527 6.17292e-07 1.05864e-07 106.44200
56959.65527 56962.65527 1.08827e-06 1.21680e-07 287.34200
56962.65527 56965.65527 1.67744e-06 1.48776e-07 490.94200
56965.65527 56968.65527 2.23460e-06 1.71010e-07 675.65800
56968.65527 56971.65527 1.32922e-06 1.28339e-07 392.85700
56971.65527 56974.65527 3.70451e-06 1.95931e-07 1561.25000
56974.65527 56977.65527 3.11378e-06 1.91873e-07 1215.47000
56977.65527 56980.65527 1.70525e-06 1.53272e-07 463.94800
56980.65527 56983.65527 1.87405e-06 1.58082e-07 600.91300
56983.65527 56986.65527 4.78705e-07 8.93586e-08 70.72880
56986.65527 56989.65527 5.29829e-07 7.80326e-08 118.56200
56989.65527 56992.65527 7.60775e-07 8.50460e-08 262.56900
56992.65527 56995.65527 6.77357e-07 8.60993e-08 159.56600
56995.65527 56998.65527 3.07915e-07 6.67695e-08 67.77610
56998.65527 57001.65527 3.16237e-07 6.34706e-08 62.08190
57001.65527 57004.65527 6.50217e-07 7.72773e-08 232.64500
57004.65527 57007.65527 2.83755e-07 5.73532e-08 66.34530
57007.65527 57010.65527 1.95000e-07 5.24171e-08 33.38360
57010.65527 57013.65527 1.17468e-07 4.30256e-08 15.27170
57013.65527 57016.65527 1.74298e-07 4.90076e-08 30.99970
57016.65527 57019.65527 9.53898e-08 4.57624e-08 7.76514
57019.65527 57022.65527 1.22748e-07 4.71835e-08 11.22180
57022.65527 57025.65527 1.85568e-07 5.44305e-08 24.77820
57025.65527 57028.65527 1.22683e-07 4.67918e-08 19.86780
57028.65527 57031.65527 2.29868e-07 5.78169e-08 40.01090
57031.65527 57034.65527 3.06677e-07 6.42171e-08 62.46800
57034.65527 57037.65527 2.29097e-07 5.76990e-08 41.76380
57037.65527 57040.65527 2.60242e-07 5.85519e-08 53.34480
57040.65527 57043.65527 1.31620e-07 4.86074e-08 20.54420
57043.65527 57046.65527 9.84901e-08 4.68338e-08 8.51297
57046.65527 57049.65527 1.39900e-07 4.69702e-08 18.24610
57049.65527 57052.65527 1.47880e-07 4.91289e-08 22.16150
57052.65527 57055.65527 2.33106e-07 6.40169e-08 35.50090
57055.65527 57058.65527 1.36917e-07 4.74993e-08 22.93920
57058.65527 57061.65527 9.13728e-08 4.21385e-08 10.67310
57061.65527 57064.65527 1.98116e-07 5.59773e-08 32.13220
57064.65527 57067.65527 1.27894e-07 4.80190e-08 15.07390
57067.65527 57070.65527 2.73508e-07 6.62409e-08 39.74380
57070.65527 57073.65527 1.12424e-07 5.19955e-08 13.04160
57073.65527 57076.65527 1.26497e-07 4.75490e-08 22.46140
57076.65527 57079.65527 1.69312e-07 4.93692e-08 34.87540
57079.65527 57082.65527 2.10873e-07 5.35315e-08 56.62280
57082.65527 57085.65527 1.77124e-07 5.60561e-08 26.56680
57085.65527 57088.65527 1.34901e-07 5.12367e-08 17.00990
57088.65527 57091.65527 2.41708e-07 5.84515e-08 49.52880
57091.65527 57094.65527 2.03173e-07 5.72343e-08 29.40540
57094.65527 57097.65527 1.47539e-07 4.68879e-08 26.62400
57097.65527 57100.65527 3.64508e-08 4.56114e-08 1.11645
57100.65527 57103.65527 1.55910e-07 6.79746e-08 12.99250
57103.65527 57106.65527 1.39365e-07 5.71915e-08 14.82120
57106.65527 57109.65527 1.54522e-07 6.31341e-08 15.13610
57109.65527 57112.65527 1.76775e-07 6.27265e-08 25.80890
57112.65527 57115.65527 8.00575e-08 5.11500e-08 4.79562
57115.65527 57118.65527 2.85430e-07 6.81974e-08 48.81620
57118.65527 57121.65527 3.85856e-07 7.50676e-08 69.60290
57121.65527 57124.65527 3.24571e-07 6.91533e-08 54.50270
57124.65527 57127.65527 2.55805e-07 6.28315e-08 52.29790
57127.65527 57130.65527 1.36047e-07 4.91254e-08 16.83790
57130.65527 57133.65527 1.54070e-07 4.66426e-08 23.09790
57133.65527 57136.65527 2.96768e-07 6.18813e-08 61.61840
57136.65527 57139.65527 1.76723e-07 4.98599e-08 34.58220
57139.65527 57142.65527 1.64630e-07 5.01627e-08 28.53300
57142.65527 57145.65527 2.05847e-07 5.80940e-08 27.20190
57145.65527 57148.65527 1.93213e-07 5.47437e-08 36.93410
57148.65527 57151.65527 5.45743e-08 3.71945e-08 4.51936
57151.65527 57154.65527 1.23495e-07 5.28732e-08 10.10960
57154.65527 57157.65527 1.15325e-07 5.77085e-08 6.67878
57157.65527 57160.65527 1.38597e-08 3.54600e-08 0.18376
57160.65527 57163.65527 3.60849e-08 4.94389e-08 0.63628
57163.65527 57166.65527 8.32981e-08 4.74000e-08 5.97477
57166.65527 57169.65527 1.49370e-07 5.23001e-08 24.92430
57169.65527 57172.65527 9.76934e-08 5.13250e-08 6.18560
